rating,date,shop,title,verified_reviews
5.0,a year ago,Best Buy,High quality practical device,"Solid build quality, attractive and impressive sound quality for its size. I love smart speakers and I’m disvovering more valuable features as time goes on. Bluetooth receiving and transmitting, Aux out provide versatility. I use Echos wired to better speakers but this 3rd gen Dot has decent sound that carries far without breaking up. Set up is fairly easy. I find Alexa to be “smarter” than Siri but expect some shortcomings no matter what smart speaker you chooose. I’ll stick w/ Alexa devices myself(other than iPhone)."
3.0,a month ago,bestbuy.ca,Helpful and annoying at times,"I bought this to be able to play music in other rooms, as a reminder system for the family, and entertainment source for the whole family. We placed this in the kitchen and play trivia hero nightly which is actually very fun, but every now and then the Alexa stops and shuts down, or doesn't hear what we say properly. Which is annoying at times. My grandsons who are 5, 4, and 3 love talking to her and asking her to play the wiggles or bedtime hero. All and all it is useful, but if I didn't have it I wouldn't miss it."
5.0,a year ago,Best Buy,Amazon Alexa Junkie,"That's right! I'm an Amazon Alexa Junkie. At first I wasn't to hip on the idea of Amazon Alexa devices. But then my girlfriend gave me an Alexa. Turned out that I was pretty impressed at what it could do. That's when I went crazy & put one in every room in my house & one in my shop building. I've also started turning my house into a Smart Home with the purchase of Smart Plugs, Smart Switches and 4K UHD Fire Stick. This 3rd generation Dot is the one you want to get. Don't even think about buying the 2nd generation Dot. For 5 bucks more you can get the 3rd generation Dot with a bigger speaker that will blow the 2nd generation Dot out of the water. PEACE!"
5.0,9 months ago,Best Buy,What’s not to love,A great addition to any home. Easy to use even for my young children who love to listen to music on it. I also enjoy the ability to utilize smart home features such as lighting or my thermostat A great addition to any home. Easy to use even for my young children who love to listen to music on it. I also enjoy the ability to utilize smart home features such as lighting or my thermostats.
5.0,8 months ago,Best Buy,Like It Better Than I Thought I would,"I mostly got this out of curiosity just to see what it does. The setup was pretty easy. To be honest, I'm surprised at how well it understands language and the number of things it can do. I have a child with a disability and he uses it to check the weather, listen to radio stations, and check my calendar. This is amazing technology. It's still a little freaky knowing that the device is always listening waiting for commands."
5.0,a month ago,Argos,Love the speaker it’s loud enough for me,Better than buying a speaker. I like that I can tell alexa to set my alarm and ask weather and time or for her to play music without having to use my phone and I can carry on doing other things. Only annoying thing with alexa is she sometimes doesn’t understand what you saying and will play the wrong song lol. But not a big issue. You need wifi for alexa to actually work but if you can still use her via Bluetooth to play music
4.0,11 months ago,Best Buy,Better speaker lousier Alexa.,The speaker is louder and better sounding but at the cost of Alexa not hearing you. I find myself constantly having to shout 3 or 4 times for Alexa to hear me. Just yesterday the tweeter blew out! Quality has gone down unfortunately because this is an excellent machine otherwise. Previous generation was excellent at being an assistant but lousy for music. The roles have reversed for this generation.
5.0,a year ago,Best Buy,ALEXA IS AMAZING,"I've been seeing commercials for different variations of this device for ages, but never was inspired to get one even though I'm into tech. After hearing real owners talk about them, plus the price drops on Black Friday, I took the plunge. With the incredible discounts, how could anyone not buy one? The Echo Dot (3rd Gen) is amazing. It answers fact based questions, plays music you request, and can even tell you the live score of a sporting event. It can also activate/adjust SMART connected devices. It was very easy to set up and use and I know many senior citizens that have them. I ended up buying a total of 5 of them."
5.0,10 months ago,Argos,Small device with high quality sound,"Very useful to have it. Come home from work and say Alexa play some country music. Let Alexa do the rest. Any question you can think of, Alexa will try to answer. Alexa read me the morning news. There she goes with the daily news. Kids love it. You can play hide and seek. Freeze musical game and lots more."
5.0,a year ago,Best Buy,These are addictive...,"Echo devices are addictive! We got the first one and set it up in our living room. For the price, this thing is brilliant! We have several Dots and a couple Echo Plus units now. Apart from the normal Alexa stuff, we use them for multi-room music and as an intercom system around the house. My son has a blast asking Alexa to make farting noises and to tell him jokes. These are so affordable that you can have a lot of fun with them! The mic pickup is pretty astounding and the speaker really isn't half bad. I like that I can set them up in stereo or connect them to bluetooth speakers as well."
5.0,a month ago,Best Buy,I would recommend to any one with pets.,"I was really hesitant for a long time on getting one, I’m a google person but after getting one I feel like my life has been simplified almost ! Plus my wife and I made a bunch of hilarious talk backs ! Spent like 3 hrs just playing with it the first night ! And whenever I leave my house I feel support secure with the alarmed setting plus it plays sounds for my dog when I leave ! Honestly such a great investment."
5.0,3 weeks ago,Best Buy,Great and fun little device,This was my second Echo Dot as I had gotten one on special from Amazon. Love having it my bedroom to listen to music/sounds at night and control my smartbulb. Very nice on these cold Wisconsin nights to be snuggled up and voice control my lamp. Lots of other skills and features to use too. Set up was a breeze. Plug in and open the Alexa app to find new device. That's it.
5.0,3 weeks ago,influenster.com,"I never thought that I would jump on the smart home bandwagon, but I've really enjoyed owning my little Echo dot! When I'm tied up in the kitchen, I ask Alexa to play music and when I'm preparing for work in the mornings, I ask her for the daily weather forecast. Also, despite the size, it has a mighty speaker inside with surprising sound quality. I look forward to learning about all the other ways to use Alexa to simplify my day!","I never thought that I would jump on the smart home bandwagon, but I've really enjoyed owning my little Echo dot! When I'm tied up in the kitchen, I ask Alexa to play music and when I'm preparing for work in the mornings, I ask her for the daily weather forecast. Also, despite the size, it has a mighty speaker inside with surprising sound quality. I look forward to learning about all the other ways to use Alexa to simplify my day!"
4.0,5 months ago,Best Buy,"Audio that's powerful, but much too bassy","Added this to my collection of smart speakers - found it to have much more robust audio vs the previous generation of Dots, but it's much more bassy - or perhaps a better word would be muffled. Have played with the EQ settings, but haven't gotten this to sound as rich as I'd like. I find myself using the previous version of my Dot speaker much more often. Would love to find some advice that would make this sound more full-bodied."
5.0,a month ago,Argos,The perfect addition to my home,"The echo dot is a compact and small device that sits in any room looking uninteresting. That is until you wake it up, then it becomes a very useful, helpful device. I have mine linked to my todo app, so I can add reminders, shopping items etc., I can control my home heating, get notified when motion is detected on my door bell, etc. etc. I never thought I would want one, got one for free with the heating thermostat I bought, and this one I got from Argos makes my third."
5.0,2 months ago,Best Buy,I love alexa,"I loved alexa! I already had 3 speakers and since I have a fairly big house and wanted one basically in every room I got 7 more. I never have connection issues or anything. She connects to my tv's, my phone, my ring doorbell, tells me when I have packages. Soooo many amazing features you can really program these dot's to do some neat stuff. I recommend this to everyone!"
5.0,6 months ago,Argos,Knowledge at your fingertips,"Really great product, its small and neat. Sound is really good and Alexas voice is clear. Ask anything....literally... and play games, set alarms. Turn on compatible lights and switches just by using your voice, im sure there are tonnes of other things it can do and im having fun finding out. So pleased with the system that im planning on giving as a gift to my elderly parents at Christmas..."
5.0,a year ago,Best Buy,Easy to get started,"I originally bought 2 dots for my new house just to see what they were all about. I had them for roughly a week and decided to get 2 more to put in other rooms. Out of the box they are very simple to get set up and started and the app is easy to navigate. I have all of them linked so I can listen to music throughout the house, I have connected some to speakers because the sound quality for music isn’t great, but it isn’t advertised to be. I’ve bought some of the plugs since and plan on getting lights soon as well. If you want something to control your music, set up a morning routine (tell you weather, news, drive time to work, and play a custom playlist you choose), control lights, tv (if you have a smart tv), and just ask random questions, for sure get one!"
3.0,a year ago,Best Buy,Good speaker but less accurate audible commands.,"The speaker is great on this compared the the 2nd gen echo dot. Its much louder when playing music, However, I feel the 3rd gen does not pick up my voice as much compared to the 2nd gen. I have to speak louder and/or sometimes repeat myself. I personally feel the 2nd gen picks up my voice better in loud in areas of background noise. For instance I placed the 3rd gen and 2nd gen side-by-side in the same location in my kitchen nook area which is between my living room and kitchen. However, the 2nd gen picks up my audible commands 30% more than the 3rd gen. If you don't want a loud speaker any more for audible commands, then pick up the 2nd gen and save money."
2.0,a year ago,Best Buy,"Good, Cheap speaker","The echo dots are very affordable and give you access to a lot of services and features in the amazon ecosystem as well as other ecosystems (Apple Music, smart plugs). I also like the fact that the echo dots have an external AUX port so you can easily plug these into better quality speakers. I returned this because I recently took a look at the privacy aspect of putting a monitoring device in my home. I opted to buy an Apple HomePod because of the way they handle data requests."
5.0,a month ago,Best Buy,love it!,Alexa is my new best friend. So easy to use and really helps for setting time alarms when cooking and baking. Speaker is very good and I often play music through it. Just purchased a second one for the basement so I can call the family to dinner instead of shouting down the steps. Highly recommend. In the last 4 months needed to reboot it one time as it stopped talking to me but that was minor.
5.0,2 months ago,ebay.com,Questionable!,"Love echo dot but has an issue with Amazon when setting up that it wast purchased from them. The was clarified by Amazon when I read them the code on the bottom of the sealed box. I was advised to contact original purchaser to get some kind of number! I told them it was a gift and they helped walk me through set up advising me that set up might not work. Well,set up went well and we love the product!! Scare tactics through Amazon wouldnt stop me from purchasing another from this seller. Thank you"
5.0,5 months ago,Best Buy,MAKES MY LIFE SO MUCH EASIER,"Alexa can answer many Questions for me quickly and accurately. Weather reports, AMAZON Deliveries, fact checking, can turn on and off lights, stream music from many sources and so much more! What it does not know it can learn on the program that teaches it about your interests. Wonderful add on to making my retirement so much easier. One of the best features is the audio, no more typing and searching just ask Alexa!"
5.0,3 months ago,Best Buy,Much Better than I Expected,"I am still figuring out how practical this Alexa Dot is, but it certainly is a lot of fun, especially the smart speaker. I put this one in my office and will buy another soon as an alarm clock. I am an Amazon Prime member, but never took advantage of the free Amazon music until I bought this product. Alexa has a sense of humor. I look forward to the day when more machine learning is built into the product."
5.0,a year ago,Currys,Neil's review of AMAZON Echo Dot 3rd Gen 2018 Charcoal,"Pros: The sound produced is much better than I was expecting. Generally it recognises our voices well and responds accurately. Looks good. Can control so much in our home from it including lights, heating, music. Was very easy to set up. Cons: Struggled to find wall mounts in the UK, but not really an issue of the product. No other problems found so far after a month of use."
5.0,a month ago,Argos,amazon dot sounds great,When I first opened the box I thought Tiny. But this is more than a speaker for listening to music. It opens a whole new world. All the things you can ask Alexa and get it to do. The size is just right for the living room and the sound quality is great. I liked it so much I have bought another one for the bedroom with the alarm clock showing. Enjoy using and owning this.
5.0,a month ago,Argos,Third echo dot!,"We already had 2 echo dots at home so bought this third one for our static caravan. Works really well. We tend to use it to receive radio stations, particularly those that don't broadcast on FM, but it is also great for asking questions about travel, news etc. ie, anything that you would look up on Google. Can use it for pop/film quizzes and suspect there's loads of functions we have yet to find. Very easy to set up and a great price."
5.0,a month ago,Argos,Love how it looks!,I brought this for Christmas after wanting one for a while. The grey looks really stylish and matches my room really well! Only issue I have had is that while listening to music it will sometime loose connection and I will have to reboot it which is slightly annoying. Apart from that I love my Alexia! It's very helpful with reminders which is good for me as i am a forgetful person so it makes my life a little easier.
5.0,a month ago,Argos,Echo Dot perfect like a member of the family.,"Echo Dot is wonderful. Sits quietly while waiting to her name. The response with answers to questions. Fab at music. As easy to follow instructions is simple to install. Soon up & running. Recommend for vision impaired, movement restricted people of most ages. Highly recommend echo dot. As been the best Christmas gift."
4.0,a month ago,Currys,Steven's review of Amazon Echo Dot 3rd Generation with Clock - Sandstone,Pros: Great for setting quick alarms and listening to internet radio. Cons: I still have reservations about products such as these. Call me a conspiracy theorist but I still view them as home based clandestine information gathering machines - just like smart meters. My advice: be very careful what you ask Alexa and erase all questions asked on a daily basis.
5.0,6 months ago,Best Buy,Much better than 2nd Generation Echo Dot,"I replaced the 2nd Gen with this 3rd Gen Echo Dot. The previous one had horrible sound. Too tinny. This new one is much louder. Easier to hear it when Alexa is speaking. The music sound has improved tremendously, however I still recommend the bigger Echo for sound quality. But for the size, the Dot does quite well."
5.0,a month ago,Best Buy,Best gen yet,This was an upgrade from the original echo dot for me. I wasn’t expecting it to sound that much better than the original. I use this model in my bathroom and it fills the room with music Or my flash briefing while showering and I hear it clearly. The clock also helps me stay on time and has an auto dimming feature which gets darker when your turn the lights off and brighter when they are on so it would me a great addition for a bedroom.
5.0,3 months ago,Argos,Fantastic purchase,"I bought one of these for the person I care for who suffers from bipolar disorder. It's been a great purchase, it helps to remind him of simple daily things such as feeding the cats, taking medication, and the shopping list feature is very useful too. Instead of asking me for things all the time, he can instead ask Alexa which is great especially for when I am not around. Technology such as this would be brilliant for anyone who suffers from disability such as blindness."
3.0,a month ago,Best Buy,Better Echo options are available,"I ordered this Dot for it's clock feature but later also ordered the View 5 which was a better option in the end. Since the Dot is small, the clock is small. In my opinion, the View 5 with its nice sized screen is simply more functional and versatile than the Dot. Also, when the View 5 can be purchased under the 2 for 1 pricing, it's a much better value than the Dot since it costs only about $10.00 more let unit (but you must buy 2)."
5.0,a month ago,Argos,My echo dot is a fab addition to the house,"I love the echo dot. It’s so easy to use, has a stylish design and we had no difficulty in setting it up. My wife loves using it to listen to different radio stations and has it hooked up to her phone for shopping lists. Also really helpful for setting reminders to take out the bins etc. Would definitely recommend and we have actually bought another one as a present for my mum and as dad."
5.0,2 weeks ago,Best Buy,Efficient & smart & learns new things everyday,"This echo is great! It’s small but loud and I use it all the time! I have one in the kitchen, living room, bedroom and I will be placing the other in my bathroom. Great smart system: alarm, setting reminders, timers, asking for the weather, eta, and so to amazon or Apple Music. You can even play games with her. Best investment."
4.0,4 weeks ago,Best Buy,Nice little upgrade for Amazon assistant.,"Like most people I have these all over my house. The newest 3rd generation update improves the speakers both with hardware and by their placement. It does make it a bit more difficult to wall or ceiling mount them though so if that's what you need to do, consider opting for the 1st or 2nd generation versions where the speaker was not on the sides. But if you are just placing it on a desk or table, this one is ideal."
4.0,a month ago,Argos,Alexa Dot with a great design,Easy to set up and great design. New alexa dot is sturdy and looks fabulous. The voice recognition range is quite poor and if you are more than 3 meters away from the dot and if the TV is on she can hardly hear you. The sound is decent however the bass is quite low. I will recommend it for beginners however the echo show is better if you want more quality sound!
5.0,a month ago,Best Buy,I want to get another one.,"I have Echos throughout my home (4 in total), including this Echo Dot with clock in my bathroom. I love that this Echo Dot has a clock, it definitely helps to keep track of time when I'm running in the mornings to get ready for work. I can hear the news while I shower (it's not waterproof, I listen to it from across the bathroom), I can set timers, listen to music, and ask Alexa anything, including weather. Not only is this great in a bathroom but anywhere in a home really. I want to get another one."
5.0,a month ago,Argos,Great!,"Got this when I was looking for a DAB radio alarm clock, this was what came up when I put it into search. It’s so good the alarm works brilliant and I can get any radio station I want, all I have to do is ask for it. The sound quality is really good. Plus having amazon prime it’s even better because you can listen to any individual songs you want with prime music. Would definitely recommend if you are looking for a radio alarm like I was."
5.0,10 months ago,Argos,Echo Dot 3 is brilliant.,"We have two of these, both on offer so good value. No more shouting family members to the dinner table. Very easy to use and useful in so many ways. So far we’ve found recipes, checked travel, had bedtime stories, used for homework tests and listened to the radio with good sound quality. Looking to buy another for my parents so they can send and receive texts and calls without the small text of a smartphone. Would highly recommend."
4.0,a year ago,Currys,Gemma's review of AMAZON Echo Dot 3rd Gen 2018 Charcoal,"Pros: Looks good, easy enough to set up, reasonably priced Cons: To really get any benefit from it you have to be signed up with premium subscriptions to things like Spotify and other apps etc. Also takes a while to get set up with linking your contacts and other stuff. That being said, once you have finished it's pretty good. I brought it because my daughter asked for one for Christmas but I hadn't realised you have to buy a load of extra products like the plug sockets and light bulbs if you really want to use it to it's full potential. To ask alexa to turn on household appliances etc you already need have to have a load of that stuff, or if you're planning to upgrade things in your home it's a great product."
5.0,9 months ago,Best Buy,I love it! It gives me a whole new outlook on tec,"It started as me buying myself a gift of the Fire Stick with my income tax refund. However, the sales associate recommended the Echo Dot third generation as well. I figured, why not? This is by far the best electronic purchase I’ve made in the past 20 years! Amazon outdid themselves with this one, and I’m just happy Best Buy sells these products! Thank you Best Buy!"
5.0,6 months ago,Best Buy,Great speaker and A.I. Technology,This Amazon Echo Dot third-generation was a great buy. The speaker is definitely an upgrade from the second generation and can go much lower and have slightly better bass tones. Amazon‘s Alexa is much better than the Apple series. She can process more commands and do many more things than Siri can. I would not waste time purchasing a different A.I.
5.0,6 months ago,Argos,Echo Dot,"Ive always been reluctant to purchase and use such a device with reports of Alexa listening in etc but decided to judge for myself. Once i figured out the initial setup, which for a technofobe, was about an hour its easy enough to use. Having fun picking the most obscure tracks i can think of to test it and as a whole its delivered. We even had a sing a long to tracks of our early childhood songs. Good quality sound for such a small unit and a neat appearance"
5.0,a month ago,Argos,My amazon echo dot ... a revalation,I was sceptical. I am not any more. Sitting watching TV with my parents dad asked how old is Tom Jones ? I repeated his question inserting ALEXA as the first word and .. well he is 79. Great for playing the radio (including LBC !) and a fantastic google like facility with those who dont like typing or who were a little old for the computer age. Also really popular with kids !!
3.0,a month ago,Currys,Melanie's review of AMAZON Echo Dot 3rd gen (2018) Sandstone,Pros: It’s nice having a range of music at your finger tips Cons: It’s very hard to get it tounderstand what you want it to play and sometimes is so frustrating we give up bothering. I also don’t like the fact that the device ‘listens’ to your conversation when supposedly it is not on - the only way to stop this is to unplug it between uses and then it’s can take time to reconnect. We took my daughter’s one back because she felt so uncomfortable she would t use it.
5.0,a month ago,Best Buy,Even Better Than Expected!,"I recently purchased the Amazon Echo Show and 2 Echo Dots and wasn't keen at how a ring of light is constant and there isn't any way to disable it (that I could find anyway - and darkness is crucial for my sleep). I had to purchase 2 more and I'll be honest, I wasn't looking forward to their parking it in my home with their nighttime light shows. Turns out, the 3rd gen has the option to disable this wretched feature. I am now a converted fan and Alexa has her original name back instead of expletives preceding it!"
5.0,9 months ago,Argos,"Classy, modern design, easy and fun to use","A really classy, modern looking gadget. Easy to set up, though it takes some time to set up initially with your preferences. The only negative is in order to fully make a good use of it and listen to whatever music you want , you need to pay and register with Spotify or Amazon. I have noticed that it does a lot of the things that Google Assistant would do for me. Good use for a radio, quick weather forecast check, news, reminders, etc."
5.0,a month ago,Argos,Really easy to use,Eco dot is amazing. Literally ready to use within 5 mins of getting it out of the box. Bought it for my girlfriend for Xmas and she loves it. Easy connection pairs with all of the music apps as soon as you pair your phone. I bought this with click and reserve. Really easy to do and amazing customer service. I reserved it looked into it and bought it within an hour. Including travel time. No time wasting. Awesome!
5.0,a month ago,Best Buy,Very happy with purchase,The echo dot (3rd Gen) is ideal for placing in any additional room or distance area in the home expanding the reach of your smart home at an economical price point. It’s sound is acceptable of its size just as long as the sound level is set at or below midpoint. My echo dot was included at no cost with the purchase of an Echo Show 8 which was also discounted so I am very happy with my purchase. Fulfilling all my expectations without any additional cost to me demands an evaluation of 5 stars.
5.0,a month ago,Best Buy,Love this for my Smart Home,"I control my lights, outlets and TV with this device. I have another one in the house too. I need to get two more so I can control everything else from anywhere in the house. Oh, and I have a Bose SoundTouch Portable on WIFI Connection. Alexa controls it too. Super cool to live a life like Star Trek in the year 2019. I plan to buy more Alexa controlled devices in the future too."
5.0,a year ago,Best Buy,"Works as Advertised, can turn off mike","I'm a bit concerned about having an internet device constantly listening in my house. I was not going to get one of these devices for that reason, but when I got the Ring video doorbell it was a bundle. I use it to annunciate when someone is at the door but I'm finding I use it more and more. For instance, I was going to install a thermometer outside, now I just ask Alexa. The best part is there is four buttons on top, one of which mutes the microphone so it allegedly doesn't listen unless I push the button. The other thing I like is it will respond to ""computer"" vice ""Alexa"" which reminded me of the original Star Trek. That was cute for a while, but I have switched it back to ""Alexa."""
2.0,11 months ago,very.co.uk,Broke on first day,"Does what an alexa should do, however on the first day of use the speakers got extreamly distorted. When she speaks or plays music the sound is so crackly and horrific, I have had to turn her off as I can't bare it. I need to now buy speakers to use or I can't use the product. Also all electronics that I have bought from very last around 4 days. Pc, ps4, laptop, alexa. Will not buy an electrical from very again."
2.0,a year ago,Best Buy,Just a tool for them to make more sales,I can't complain too much because I got it for free with a purchase of Blink security cameras. I would like the echo dot to be able to play the sound of youtube videos. Why? because youtube is free. I'm not going to join amazon music when the web is has loads of places to play free music. I had a hard time getting it setup with my wifi because it only receives 2400ghz and my network is both 5ghz. So I had to create separate SSID's to get it to connect. Right now I use it for iheart radio which is ok and occasionally an alarm. I wouldn't buy one but I'm well aware of Corporations putting out stuff that require more money to do anything.
5.0,5 months ago,Best Buy,Love this echo dot.,I love this thing. It is very fun and easy to use and set up. It does have the option to contro your lights with your voice if you don’t have a bridge. You have to find the certain ones they aren’t that expensive in my opinion. I have the TP link ones and they are bright and change colors well with voice. This thing is loud when the volume is up. And it’s not like the echo 2nd gen in terms of bass but there’s enough.
5.0,3 months ago,Best Buy,Great nightstand clock,"I bought this to replace my nightstand clock. This is great. I have it set to wake me in the weekdays only at a certain time. The numbers are very readable in bright or low light. Package that with all the functionality of Alexa and it’s a great combination. Could be a few bucks cheaper, but I was in the market for a new clock and wanted to give it a go. Nice job Amazon!"
5.0,a month ago,influenster.com,"I have 3 of these in my house. My 3 year old loves to sing and dance, she has also figured out how to work them. They are all connected to my security system and l can customize rooms it notifies me in. This is important in my house since we work opposite shifts. I communicate between speakers when my husband is in his mancave lol, without running downstairs constantly. I love my home being connected, makes my life easier.","I have 3 of these in my house. My 3 year old loves to sing and dance, she has also figured out how to work them. They are all connected to my security system and l can customize rooms it notifies me in. This is important in my house since we work opposite shifts. I communicate between speakers when my husband is in his mancave lol, without running downstairs constantly. I love my home being connected, makes my life easier."
4.0,a month ago,Best Buy,Never thought I would like but I do!!,"Thought just pressing a few buttons on my remote was the best way to control my electronics but hate to admit it but I was ""mostly"" wrong. She is gradually winning me over but darn having another woman to answer to sometimes is a little strange but I got to say it's more good than bad. She seems to understand my commands better every day and she has stopped giving me a hard time about the way I pronounce some of my words. Good range and for such a small foot print she is big were it counts.Yep she's winning me over faster every day."
5.0,11 months ago,Office Depot,Handy Intercom!,"Used this with our full sized Echo to create a simple, effective and inexpensive intercome between my office on the first floor of our home and my husbands on the 2nd, using the Alexa ""DropIn"" feature. No more shouting up the stairs! The Dot has great sound for music, too, and comes in handy for reminders, information, timers, etc. If you price in-home intercoms these days you will see that this is a very reasonable alternative and it does a lot more than just handle voice communications."
4.0,a year ago,Best Buy,Great addition to a household.,"BestBuy's 2/$50 deal is definitely the way to go if you live in a house. It preforms exactly as advertised: Music, simple tasks, and info. The 3rd gen Dot's speaker is more than adequate for music listening. Sync and then place in different areas of the house and they can act as an intercom. Getting Alexa to work with different smart devices can be a little challenging because many of these devices require separate controllers or a `bridge' for the different technologies to interface. If you plan to fully unlock Alexa's potential and convert to a smart house, it can be quite expensive."
4.0,10 months ago,Best Buy,Decent alexa for the price.,"Its a decent alexa for the price you pay, fabric is good quality, as these look more modern. From my experience i think the previous alexa generations have better mics compare to the new ones, as sometimes you find yourself repeating ""alexa"" twice or more only because it couldn't hear you. When it comes to the speakers for music, its actually pretty good, really loud. Do i recommend? well if you're trying to get an alexa, these ones are pretty decent."
2.0,3 weeks ago,influenster.com,"I use to love Alexa, until there were other options finally available. It seems as though other home assistance brands get more user friendly, Alexa stays behind on understanding commands or having to have an extensive command prompt to get what you want. The speaker is somewhat ok if you need a bathroom jam session but doesn't hold up well in large spaces. Personally I plan to look elsewhere for our home assistance needs.","I use to love Alexa, until there were other options finally available. It seems as though other home assistance brands get more user friendly, Alexa stays behind on understanding commands or having to have an extensive command prompt to get what you want. The speaker is somewhat ok if you need a bathroom jam session but doesn't hold up well in large spaces. Personally I plan to look elsewhere for our home assistance needs."
5.0,a month ago,Best Buy,Christmas gift,"Mom wanted one for Christmas. She has poor vision and I was worried about her being able to read it but she has no problems. Her biggest problem, is more of a “character flaw”. She expects Alexa to know her 100% straight out the box. She (pretends) doesn’t understand Alexa Skills and I have to add them for her but the speakers sound amazing and can be heard pretty much all over her 3000sq ft home if desired."
3.0,6 months ago,Best Buy,a little bit improved,"I personally think it has way too much bass in its default setting and the voice sounds muffled. Be sure to go into your Alexa app where you can adjust the bass, treble and midrange. I don't like that they removed Alexa's ability to sound a tone showing the new volume you have selected using your voice, for example telling her ""Volume 8"" or ""Volume 3."" I do like the increased volume and seemingly better microphones."
5.0,10 months ago,Best Buy,Great replacement,Ok so yes it can be a little hard of hearing but when it works it works. It is a definite upgrade over the gen 2 model in about every way possible. For home automation I think it works great but if you are one to ask for or need more information I would suggest a google home. I honestly have both setups and I use the echo dot a lot more. It is a great device especially if you have already vested into the amazon ecosystem.
4.0,6 months ago,Best Buy,"It's Alexa, but you might want a Gen 2!","It's an Echo Dot. It's Alexa. You talk, it listens. This one has better sound, but here is what it doesn't have: Micro USB power input. You give up flexible power source with this echo. No battery option, no reusing old phone chargers. This has a DC barrel that Amazon will happily sell you a replacement. Keep that in mind when choosing your dot."
5.0,a year ago,Best Buy,The sound is great,"I own both the gen 2 and now gen 3 echo dot. There is a big improvement in the sound quality in the gen 3. I have a Bluetooth speaker connected to gen 2 dot, so I bought a Bluetooth speaker to go along with the gen 3. After setting up the gen 3 with the Bluetooth speaker I immediately disconnected the Bluetooth speaker because the gen 3 echo dot was louder and clearer. I would recommend the gen 3 echo dot to anyone."
5.0,a year ago,Best Buy,Even Better!,"Picked two of them up, already set one up last night after getting home. I like my gen 2. 4yr old daughter uses my gen 2 echo dot to control the fire stick in the living room. I use it often for timers, date and time. Due to sound quality I use fire stick and not echo dot gen 2. The reviews I have seen are correct! This new echo dot has great sound. Blows the old one away on quality and volume. Fewer mics isn't a problem, it does even better hearing us. Plus I'm going from 1 to 3, multi-room is nice feature. I don't like my older one now, this one makes that seem like junk. Works the same, but big hardware upgrade, even weighs more. Night and day between new and old gen 2 echo dot!!!"
5.0,a month ago,Argos,Echo’s are for life not just for Christmas,"Cannot recommend those item enough for the older generation. In general we get forgetful, blind and just down right special the older we get. Using this item will allow you to have a new best friend in the house without the annoyance of actually having a friend. Everything you want and more without the interaction of the outside world. A must have item. #simplylovleh"
4.0,a month ago,Best Buy,it came free with the TV,"Look, it came free with the TV. I'm not a fan of these things, but with the way technology works, your cellphone already grabs information when you talk and filters your data. I gave it away to someone who would use it as opposed to stare at it suspiciously waiting for the AI uprising. She's quite pleased. If you want to ask Alexa to play Baby Shark, this is for you. If you've seen the entire Terminator series more than once, avoid it."
5.0,a year ago,Best Buy,Our First Alexa Device is a Hit !,"Never had any of the old versions but read the sound wasn’t as good as this 3rd generation. I can testify this one is loud and clear ! I can be in my bedroom and speak to Alexa in the kitchen 1-2 rooms away and she can still hear me. You can ask her to raise her volume or lower it without going to the dot itself so that’s a plus. We have set up our lights with it and it works perfect, very easy. Alexa responds to anyone’s voice so that could be a plus or minus if others start commanding her to do things. The great thing is both my husband and can add Alexa to the app on our separate phones ( one iPhone and one Android ) and we both have access to make changes so that’s a bonus."
3.0,a month ago,Argos,I really like the product but it keeps breaking,"Excellent product but only really if you have the other Amazon subscriptions i.e. Amazon music. Mine keeps cutting out while using it and freezing, contacted Amazon who told me to reset it to a Factory settings which isn't ideal but I did. Worked fine for about 30min after doing this then just froze/cut off again. Not very happy. Excellent idea and would love it if it'd stop breaking"
5.0,a year ago,Target,If you are on the edge read this,"If your thinking about buying this I highly recommend! It’s amazing and whenever I play music my whole family flocks to it and we all dance and sing. Plus if you don’t like it targets costumer service is literally the best they are amazing!! The sound is always crisp and clear and the music is amazing I had friends asking me what speaker it was (I posted a video of the bass without showing the actual echo) and I said “my echo dot” they sounded surprised, becuase this one compared to the old one is ledgendary. There is also this thing called “find my phone” and I use that all the time too. This review probably sounds super fake but I promise I’m real, not a bot. Of course I’m not an expert but I suggest this item!"
5.0,a year ago,Best Buy,Good purchase,This is the 1st dot that I have owned so I can't compare it to the previous versions. The Dot ver 3 has a really good speaker. It can get pretty loud for such a small unit and it's very easy to connect it to a Bluetooth speaker if you want something louder or better quality for streaming music. It easily connects to your home wifi (no computer needed) via the Alexa app on your phone. Setup took about 2 minutes. Now I am able to control my Hue lights with my voice set a timer or just ask random questions. The initial offer price at 2 for $50 is a steal. I picked up 4 and am very happy with the results.
5.0,a month ago,Best Buy,Nice device,We bought this to be used as an alarm clock in my sons room. The clock on the device is great. This generation of Echo Dot seems to be an improvement over the last. Sound is much improved as his voice recognition. Alexa seems to work so much better than Siri. We are trying to work on implementing a “smart home.“ The Amazon echo devices really seem to work well together.
5.0,2 months ago,Best Buy,Small smart speaker with a lot of bang for your $,"I started with one and now my home is fully automated with 5 echo dots and one echo plus controlling everything from lights, to Xmas tree, coffee machine, irrigation system, heat/ac , doors, spa, garage etc. Small compact design fits easily on any shelf. Love whole home music playing across all of them. Sound quality is great. Thank you Alexa!"
